Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
31.97,58.34,59.73,3,1,6,11,32,5
34.13,65.02,35.68,0,1,41,0,3,5
26.4,65.58,44.9,4,3,27,0,20,6
37.03,63.45,39.53,3,1,39,3,0,3
21.34,54.69,39.42,3,7,20,2,26,1
30.34,57.74,34.86,3,4,16,0,42,5
27.05,53.84,37.54,0,3,23,0,24,1
28.09,53.58,27.41,2,2,13,6,14,4
36.19,70.05,26.41,0,10,19,3,24,1
27.86,44.14,58.37,0,0,13,0,16,1
26.41,56.89,37.25,2,5,31,0,2,2
28.03,42.81,70.0,0,8,5,0,14,0
29.21,57.22,49.29,1,6,17,13,14,1
37.56,66.53,37.17,0,8,15,0,39,1
35.57,69.22,38.56,1,9,26,0,17,4
34.43,59.77,62.97,3,1,17,2,42,1
31.27,43.49,37.61,2,0,35,0,3,1
25.82,61.11,39.24,3,0,6,20,16,2
26.5,45.75,61.25,3,4,36,0,0,5
34.03,60.39,43.18,2,8,10,0,6,0
28.01,50.4,61.19,3,4,6,2,11,5
28.67,55.39,64.88,1,5,14,3,35,2
30.47,67.64,60.18,3,1,39,0,0,2
29.93,66.3,55.91,0,1,8,9,11,5
30.69,60.36,64.89,2,0,7,9,32,2
30.92,49.97,58.06,2,9,13,0,37,6
28.21,57.45,20.0,4,7,18,13,13,5
27.18,64.47,30.84,3,6,15,17,18,3
21.63,57.62,34.24,4,3,11,15,11,3
30.78,61.89,28.42,1,4,12,3,36,5
27.05,50.42,42.32,1,6,10,4,11,2
31.18,47.51,35.51,3,10,13,12,25,2
31.88,56.55,43.06,2,1,9,0,12,5
31.35,62.93,34.02,1,0,17,2,28,1
30.99,59.97,63.35,3,10,13,0,14,5
32.83,55.64,40.91,2,9,42,0,0,1
33.9,50.25,20.0,3,4,7,19,12,0
24.38,50.13,34.67,1,1,13,3,33,4
31.49,58.29,37.49,1,4,44,0,0,1
31.93,53.26,30.3,1,10,31,1,4,5
33.75,70.86,30.19,2,9,25,0,16,0
36.49,72.03,52.71,3,10,9,13,23,2
33.91,50.88,53.37,3,6,5,3,32,6
40.0,76.4,57.23,3,8,10,19,18,1
32.12,76.73,34.45,0,10,4,3,33,6
24.06,53.06,37.08,4,8,23,0,24,4
25.5,53.43,42.85,3,9,5,10,31,2
34.0,59.76,27.52,0,3,13,0,41,5
22.5,58.83,39.36,3,5,10,4,12,6
38.66,60.15,57.58,4,4,38,0,3,5
33.03,59.23,50.06,4,1,9,7,28,2
27.05,53.34,70.0,2,2,10,1,10,4
27.27,62.47,57.15,1,4,16,0,5,5
29.07,56.52,53.78,1,1,5,14,11,6
38.17,66.45,68.55,2,1,37,4,0,6
28.13,55.71,50.38,1,1,18,3,20,1
32.56,62.62,56.5,1,3,11,0,40,5
30.84,47.62,28.08,3,4,34,2,1,6
30.98,64.17,26.26,3,2,6,11,32,3
25.27,52.33,20.33,2,9,15,0,36,3
29.51,47.21,49.01,1,10,1,14,12,5
38.59,68.57,31.88,2,6,41,0,4,1
33.01,56.62,38.75,4,7,38,0,4,2
29.94,54.58,36.36,4,1,20,2,20,0
28.42,68.97,38.11,4,0,35,1,1,3
31.81,62.69,55.11,4,0,17,0,8,1
28.06,49.09,36.0,1,2,21,0,26,4
32.09,67.57,37.6,2,8,25,0,18,0
30.4,73.93,50.87,1,1,11,2,37,5
31.37,61.56,36.38,1,5,12,0,33,3
28.4,64.69,20.0,0,10,9,8,30,5
35.46,68.5,33.83,3,6,7,3,32,1
33.36,48.62,48.04,0,6,9,0,36,1
30.09,51.69,31.75,1,8,35,2,0,3
31.62,53.17,41.08,1,3,38,0,0,5
35.85,65.73,46.71,1,10,41,0,0,3
28.23,59.71,40.91,1,5,19,2,18,5
22.91,52.89,43.54,0,2,36,0,0,2
31.57,59.0,29.74,2,4,32,0,3,2
33.33,68.93,44.04,2,10,41,0,0,3
26.1,56.4,70.0,3,3,8,14,10,3
23.85,54.74,31.15,0,3,10,4,8,4
33.93,68.08,68.4,3,0,4,5,28,3
24.14,50.03,56.4,3,5,11,3,5,0
30.9,61.42,48.45,2,0,13,0,6,4
38.27,61.02,39.38,1,9,10,1,14,0
30.53,72.94,69.94,0,7,14,0,37,5
36.91,57.36,46.79,0,0,9,4,30,0
27.89,58.78,32.12,1,4,37,0,1,3
25.91,61.37,35.85,0,2,37,0,0,3
26.89,45.93,34.24,2,2,37,0,0,4
26.9,54.22,37.63,4,5,41,0,0,4
33.83,56.33,40.46,1,1,9,11,17,6
32.23,65.73,36.41,0,7,13,0,11,0
33.56,69.13,30.78,1,5,13,0,13,1
22.37,59.31,53.4,4,4,25,1,21,1
40.0,66.19,57.22,4,6,40,0,0,1
26.38,58.32,37.72,2,7,38,0,0,6
25.09,55.29,28.94,2,2,15,0,39,0
34.6,52.97,41.6,3,10,12,3,41,1
30.08,55.2,40.09,1,6,14,0,11,2
29.16,50.81,20.0,0,4,7,16,12,2
23.32,50.4,46.44,0,9,27,3,27,0
27.41,54.55,26.1,2,1,33,0,0,6
29.23,70.7,54.12,4,3,42,3,0,0
35.92,63.54,54.99,1,8,17,0,40,1
24.33,52.3,46.6,3,1,20,0,16,1
33.99,62.02,24.13,2,1,42,0,3,4
33.8,69.65,29.13,0,8,11,2,33,3
29.19,67.99,28.27,1,7,42,0,0,2
32.92,56.58,28.5,2,0,2,14,21,4
29.7,50.47,41.56,4,2,11,19,22,4
22.82,48.25,49.55,1,3,21,0,24,4
24.87,53.41,36.47,2,5,31,4,0,5
29.25,54.77,56.41,4,5,17,12,11,0
28.88,54.57,38.98,1,6,39,3,0,3
36.11,61.24,27.61,2,1,14,4,35,3
27.91,48.69,33.26,3,2,37,0,0,2
32.0,59.17,32.35,2,1,40,0,0,4
31.12,56.27,40.65,2,6,17,0,37,5
38.03,60.56,64.39,2,4,18,0,35,1
40.0,78.63,39.77,1,9,13,2,39,1
21.56,48.99,38.37,1,10,32,1,4,6
34.16,57.77,64.71,3,1,3,12,29,3
29.74,67.3,55.7,1,0,41,3,4,3
24.02,52.18,41.72,3,6,40,0,0,4
31.44,57.6,49.09,0,9,35,0,2,4
27.82,58.21,39.11,3,7,23,3,13,2
28.68,48.05,70.0,1,8,4,0,10,0
37.79,65.38,42.1,2,7,16,2,42,6
30.84,62.89,31.1,0,7,18,0,36,5
32.08,69.28,53.59,1,7,12,19,10,3
30.53,54.66,40.76,3,10,23,0,22,5
27.28,67.0,60.31,3,2,9,6,30,2
30.52,52.92,33.2,2,5,8,11,32,6
25.51,63.32,68.32,1,3,4,12,33,0
30.28,76.59,30.6,1,2,10,0,35,4
31.27,76.13,35.28,3,1,9,3,32,3
26.52,59.29,37.89,0,8,21,0,19,1
37.78,70.33,64.11,2,10,5,10,28,0
30.49,58.21,39.3,1,2,12,11,11,2
29.18,54.17,23.3,4,2,42,1,0,4
25.21,46.78,31.12,1,5,44,2,0,6
22.64,49.3,30.33,0,6,9,4,12,6
30.2,64.88,52.82,1,5,8,15,13,3
24.84,49.58,47.64,2,0,37,0,0,0
30.49,58.83,54.73,2,6,35,4,2,2
30.73,49.9,32.48,2,7,15,0,10,3
29.82,58.66,44.21,4,4,26,4,17,4
23.92,47.26,38.11,3,3,9,7,25,6
27.8,66.49,56.09,2,2,11,11,14,4
40.0,75.55,28.97,0,2,15,0,40,2
31.12,72.97,50.32,1,7,14,17,8,2
24.8,61.32,54.78,0,1,7,6,32,3
32.45,67.58,55.57,0,1,4,0,10,2
31.61,66.27,33.06,4,7,7,6,18,6
40.0,65.43,64.34,4,7,14,0,36,2
34.46,78.03,54.74,3,4,42,0,1,1
20.26,41.18,47.6,3,4,23,0,14,5
36.22,77.81,51.95,0,7,37,0,0,1
30.24,56.13,30.91,0,0,38,2,1,0
35.54,62.73,42.81,2,6,14,10,11,5
29.73,58.45,60.67,2,1,9,0,8,1
27.58,64.59,62.12,4,1,14,1,34,3
26.09,69.65,41.82,2,1,9,0,39,4
30.48,61.31,44.39,3,4,22,0,15,6
29.86,48.43,47.14,1,3,39,0,2,1
25.2,65.72,54.26,0,8,8,2,32,3
31.81,70.13,21.18,3,2,13,0,36,4
22.32,56.11,24.06,0,3,15,0,38,2
25.7,67.81,42.7,2,9,25,0,17,3
30.23,55.76,53.54,2,0,5,7,25,1
32.37,55.24,33.67,2,9,18,0,32,2
26.08,44.39,42.34,1,8,16,2,26,3
39.89,76.0,32.46,3,2,44,3,0,2
38.92,57.75,34.28,1,9,13,0,38,5
26.41,55.23,43.13,0,0,20,1,27,0
35.85,62.3,36.56,3,4,16,0,42,6
33.0,59.14,48.43,0,9,3,8,31,1
35.84,73.34,56.27,3,0,11,6,26,0
32.85,53.21,37.96,0,0,40,2,0,5
36.16,64.0,43.68,2,4,20,0,19,6
28.03,51.46,40.88,4,9,10,3,11,2
38.77,73.1,64.83,4,6,9,4,35,4
39.61,74.2,29.32,1,1,9,1,38,4
40.0,65.97,61.68,0,1,10,4,39,2
31.66,68.88,64.94,4,6,36,0,0,2
25.79,47.25,45.73,1,4,32,0,0,5
37.12,73.45,56.53,2,10,15,14,13,1
27.79,54.72,69.39,0,3,40,0,0,3
27.84,50.3,41.85,2,6,12,7,24,1
23.68,57.9,28.78,4,3,32,0,2,1
32.02,47.68,43.98,2,8,36,0,0,4
34.91,53.17,64.9,4,6,15,13,15,5
31.87,56.38,39.33,1,0,40,2,0,3
33.5,61.54,58.09,2,7,39,0,0,1
21.34,47.91,23.25,2,0,13,2,6,0
27.75,48.05,35.2,4,5,25,4,24,6
27.41,57.31,54.62,2,9,20,4,14,3
36.6,74.72,50.92,4,5,39,0,0,0
21.52,56.82,37.02,1,9,21,2,20,5
39.1,77.95,44.22,4,1,13,0,36,4
30.22,56.38,60.39,2,3,14,10,33,6
24.32,66.77,37.7,0,2,26,0,16,3
31.78,51.44,58.82,2,0,10,4,4,2
27.73,59.27,54.2,3,9,3,5,35,5
25.66,45.25,65.07,4,0,8,0,15,4
37.17,70.91,67.53,4,2,21,4,22,1
27.41,53.44,36.65,0,8,31,0,0,6
32.37,61.99,20.42,2,5,7,3,41,2
29.68,74.89,47.11,4,0,22,0,21,3
29.9,53.17,58.98,0,2,12,5,24,2
31.08,56.03,45.64,0,4,14,1,14,1
31.95,59.95,41.17,2,3,15,3,39,3
28.83,59.74,35.13,2,2,1,14,14,6
28.67,59.49,43.85,2,7,38,1,1,4
32.76,50.9,22.0,3,1,9,20,17,1
40.0,52.95,43.51,2,10,10,0,43,1
28.17,50.93,37.01,1,8,30,0,0,2
28.66,62.69,52.78,4,9,45,0,0,5
32.76,57.8,53.21,2,1,17,3,28,0
33.29,71.48,55.06,2,10,14,1,36,6
22.61,60.89,53.36,0,2,27,0,18,2
24.55,59.45,47.37,3,0,1,15,15,6
28.72,58.94,59.53,4,2,13,15,13,4
36.49,58.68,47.81,1,1,42,2,2,5
27.77,61.89,27.29,0,10,15,0,38,4
27.09,45.13,20.39,3,10,17,0,41,4
30.34,65.26,61.34,2,7,10,5,35,2
28.74,60.87,37.06,1,3,10,16,19,2
38.12,66.69,33.67,2,8,15,2,9,5
37.98,66.3,70.0,3,6,22,0,16,0
30.61,58.28,51.6,2,2,22,0,25,1
30.0,42.84,46.81,2,0,8,17,12,2
39.4,75.28,52.3,3,3,14,3,39,0
27.74,60.46,44.85,3,10,19,0,21,3
27.37,52.05,37.96,1,3,24,0,20,4
32.5,71.1,69.62,3,10,7,7,11,0
26.46,43.65,36.14,0,3,12,0,13,3
30.31,69.86,46.3,0,1,45,1,0,0
32.02,50.79,61.39,4,5,7,8,37,0
36.4,70.69,31.58,4,2,16,0,44,4
31.51,54.73,65.9,4,7,16,0,10,1
39.77,60.41,50.77,4,10,6,4,34,6
33.93,62.94,38.71,3,4,39,0,0,1
32.13,65.75,52.1,2,7,13,0,35,1
29.99,54.89,41.47,3,1,34,3,0,6
38.38,71.17,56.45,1,10,36,0,3,1
30.43,59.04,40.61,2,7,39,4,0,6
28.65,49.55,30.12,3,1,19,11,6,6
25.07,45.11,36.38,1,3,2,20,18,3
26.73,51.88,26.29,3,9,13,2,41,5
35.68,63.89,46.79,4,5,14,14,13,3
33.56,59.78,61.64,2,7,13,2,40,4
28.48,60.34,33.57,4,4,43,0,3,4
34.31,58.35,30.92,0,4,43,0,1,0
28.81,49.93,33.75,3,9,34,1,0,2
24.11,57.89,23.7,2,8,27,2,17,4
31.21,55.32,38.91,3,5,41,0,0,0
28.66,41.97,62.44,3,0,8,9,19,1
22.83,46.9,34.09,1,10,9,0,42,5
25.54,65.51,26.75,0,6,10,13,29,4
30.02,68.96,35.81,3,8,14,0,32,3
29.98,73.22,48.77,1,4,26,4,18,6
34.95,71.28,53.19,3,4,41,2,0,3
27.38,57.61,57.88,4,3,8,0,5,5
35.64,66.88,38.75,0,5,2,18,24,0
39.23,71.01,31.63,1,1,39,0,0,5
26.84,54.27,49.61,3,6,20,0,26,4
34.38,70.03,23.96,4,5,38,2,1,5
37.38,61.81,32.73,2,1,3,5,31,4
36.92,62.66,58.76,1,9,9,17,19,3
31.54,66.48,66.12,1,10,11,13,27,5
30.38,67.91,57.24,4,8,14,0,33,1
33.13,61.63,41.66,4,6,15,1,32,4
40.0,61.51,32.66,4,6,10,2,44,1
37.05,61.02,32.03,4,5,18,2,21,6
29.45,60.0,64.63,2,3,10,4,28,6
20.82,42.97,44.06,3,9,16,3,17,2
34.04,60.33,70.0,4,5,7,10,27,3
25.22,62.81,49.09,3,6,5,3,10,4
25.96,53.04,46.11,0,0,6,11,31,0
34.01,50.12,30.27,2,9,12,4,9,5
40.0,71.27,25.24,3,3,16,4,17,2
35.95,70.71,37.39,0,1,37,3,0,1
29.41,52.65,48.35,2,0,7,3,27,5
33.88,55.46,26.2,0,4,37,0,0,4
33.99,68.26,39.64,3,0,11,0,6,0
24.47,57.6,70.0,4,9,39,1,0,1
25.83,44.55,44.99,4,6,5,20,24,6
24.74,60.74,60.98,2,7,5,3,17,2
27.19,59.49,56.18,0,3,9,17,16,5
31.1,50.28,40.57,1,1,7,3,24,4
26.73,44.52,40.8,1,6,8,0,31,1
30.46,71.86,41.95,1,10,0,7,28,0
28.7,59.26,46.42,0,7,11,2,39,6
32.49,61.52,47.27,4,10,14,16,23,6
25.28,55.11,38.36,1,7,13,0,9,4
23.54,50.26,50.16,2,4,27,2,23,3
28.53,62.54,61.11,3,3,15,2,36,1
26.45,56.63,64.39,1,7,14,9,27,6
27.71,67.71,47.17,2,7,8,9,15,0
24.98,47.0,20.99,2,8,15,12,6,4
35.07,59.79,61.83,0,9,14,13,14,4
36.94,58.84,55.16,4,8,1,7,33,4
30.26,50.57,43.21,0,7,13,6,11,5
32.12,69.24,36.58,3,1,43,0,0,1
22.33,46.53,40.1,1,1,27,1,14,5
27.36,61.34,43.04,0,10,11,0,17,4
29.03,53.72,43.41,2,10,10,0,34,5
32.8,55.77,44.43,4,0,16,0,10,1
32.28,58.89,29.28,1,7,8,1,10,4
37.53,58.75,51.59,3,6,12,0,41,0
22.55,56.57,51.93,2,5,19,0,26,6
22.07,52.72,24.22,4,4,17,15,14,0
28.92,44.74,44.89,3,4,44,1,0,2
26.05,48.76,45.26,2,0,38,0,0,5
24.84,58.91,43.15,3,1,34,0,0,5
30.62,70.7,46.64,2,5,1,21,17,3
26.56,59.44,32.72,0,3,7,11,17,3
31.15,55.59,35.09,3,0,14,0,36,1
25.6,57.71,30.94,0,4,2,20,16,4
26.71,55.75,70.0,0,2,13,0,35,4
29.67,63.41,36.42,3,4,20,0,17,4
33.3,61.13,64.91,0,5,13,4,36,4
32.01,57.23,32.85,4,8,41,1,2,0
30.59,54.91,43.28,4,0,33,2,0,5
37.88,74.88,27.06,3,9,15,1,18,4
30.48,47.8,70.0,2,6,40,2,0,4
30.3,69.31,52.01,0,0,11,1,8,5
34.08,55.54,59.21,0,4,4,6,34,3
38.45,63.15,58.06,1,0,6,2,8,0
24.76,55.27,34.69,4,8,17,16,20,2
25.73,68.57,70.0,4,4,10,4,26,2
20.56,55.98,65.55,2,0,34,0,0,5
38.77,68.24,57.2,4,10,42,0,0,3
30.56,55.9,40.77,1,5,14,0,5,5
26.93,51.37,50.87,4,5,8,0,39,6
26.67,42.74,30.17,3,3,2,14,18,6
31.42,63.61,32.38,2,10,38,0,0,4
26.7,43.08,32.35,0,2,10,16,13,2
26.05,51.11,35.27,3,10,10,18,10,2
25.12,46.17,43.74,3,5,25,1,20,3
32.41,67.07,32.33,2,0,12,0,6,6
27.81,63.26,43.38,4,10,32,0,0,0
23.36,50.24,34.4,4,8,40,0,2,5
33.0,57.63,37.28,2,1,12,0,16,6
26.02,55.23,47.78,4,5,10,2,12,4
26.74,56.43,41.86,2,3,23,4,22,5
33.17,68.4,25.54,0,0,17,0,32,6
33.5,69.8,35.8,1,2,16,0,35,5
28.32,55.53,39.8,1,0,16,3,13,1
29.54,71.68,57.48,4,9,13,12,16,0
25.68,50.13,50.92,3,8,36,1,0,6
28.77,63.48,49.52,3,0,37,0,0,5
23.17,44.36,26.03,4,9,37,0,0,3
27.12,63.03,28.6,2,6,12,4,39,5
31.38,57.13,37.26,0,2,36,0,0,3
27.91,58.99,64.03,0,5,41,0,0,5
36.99,70.45,29.04,3,8,27,1,20,5
35.01,69.3,40.11,4,8,25,0,32,5
30.71,67.85,56.82,0,5,8,13,28,1
38.22,70.27,63.95,0,2,24,0,19,1
30.23,47.44,55.39,3,0,38,2,4,5
33.72,52.61,37.01,0,4,22,0,27,0
29.14,58.06,43.94,1,6,37,0,0,1
34.18,69.67,48.66,4,1,23,3,19,6
28.32,59.85,58.07,4,7,35,0,0,5
28.16,57.48,62.2,4,1,6,0,7,0
40.0,52.02,45.67,1,3,19,0,44,1
30.08,57.14,37.49,1,1,18,0,40,4
27.61,61.04,41.97,1,0,34,2,4,1
23.74,62.35,31.53,4,2,38,4,1,6
22.26,52.88,34.12,2,1,18,0,19,3
34.77,66.85,35.35,1,2,14,4,41,2
26.63,45.47,29.06,1,7,5,12,31,3
24.69,52.7,23.05,2,10,30,4,3,4
24.7,48.88,41.18,0,7,18,0,22,4
28.79,61.59,40.95,4,4,16,6,14,5
25.37,56.61,56.98,4,4,9,0,34,0
35.56,61.27,33.78,0,0,18,4,22,5
29.95,59.77,47.09,3,5,10,15,11,1
28.85,45.97,49.62,0,10,24,0,24,6
22.68,53.23,44.85,1,5,38,2,4,2
33.94,57.41,48.69,2,6,16,0,45,2
34.02,63.05,32.44,1,8,11,13,26,3
26.44,51.89,42.5,1,8,17,0,8,4
27.43,65.87,20.0,4,8,15,0,44,2
26.23,55.01,32.74,2,9,13,0,13,3
30.45,68.48,46.14,0,7,27,0,20,1
25.4,50.75,42.4,0,0,33,2,0,1
27.56,58.15,53.0,0,1,15,1,39,2
37.29,61.83,31.91,0,1,11,2,37,0
25.22,56.62,37.89,4,4,35,4,0,6
26.88,58.54,70.0,3,7,10,0,33,3
21.46,49.42,45.96,4,1,27,0,19,6
28.14,68.89,31.96,1,1,11,9,33,4
32.55,64.64,43.51,2,7,11,0,45,2
24.15,40.44,44.93,3,2,20,2,22,4
36.93,71.6,35.49,2,3,12,3,37,2
32.73,62.28,57.46,4,0,12,0,44,4
29.55,66.21,41.21,1,4,45,1,4,2
25.75,59.79,24.64,3,6,6,21,15,2
35.85,54.97,32.94,2,2,41,1,0,2
31.4,69.24,29.06,3,4,35,0,0,0
34.9,71.05,59.48,3,10,11,4,40,3
30.98,59.93,30.97,2,10,13,0,6,4
24.15,51.72,31.91,3,8,9,4,13,6
27.35,47.36,48.45,4,5,10,18,18,2
30.03,48.19,41.44,0,7,11,0,9,2
28.44,52.45,34.64,3,4,22,0,26,4
24.69,45.0,34.65,0,2,19,0,23,5
34.34,54.99,47.61,0,8,8,0,10,5
28.13,53.68,52.13,0,1,6,13,26,4
27.41,51.23,46.31,0,9,23,0,20,0
32.89,60.09,59.65,1,10,13,0,11,3
31.34,59.69,60.78,3,4,18,0,36,2
27.79,58.46,20.0,3,9,6,5,27,1
22.44,58.98,31.46,2,5,11,0,15,3
20.09,49.43,29.64,0,7,17,11,11,1
32.2,67.18,28.11,2,0,15,18,16,1
31.51,67.28,31.19,1,6,10,0,19,5
33.68,55.21,53.32,4,2,20,2,14,2
30.94,46.3,42.29,2,8,8,3,31,4
30.93,52.97,59.12,3,7,10,8,33,2
27.81,60.0,25.06,4,0,45,0,0,3
31.36,56.32,45.45,4,0,8,0,9,2
27.52,59.49,43.56,1,3,2,14,18,2
32.97,57.21,28.8,2,0,10,1,41,1
30.13,57.87,62.23,0,5,42,0,3,0
29.13,72.87,40.38,0,8,9,15,19,6
29.47,68.26,30.54,4,5,38,0,3,2
27.2,52.83,31.04,3,6,8,17,16,4
29.52,70.13,55.59,2,4,25,0,23,2
26.58,49.05,23.6,2,0,22,1,15,3
32.39,69.83,53.98,3,1,8,0,8,2
27.86,58.24,49.66,3,0,14,2,18,6
27.87,59.72,43.57,2,0,8,0,34,5
31.12,59.5,48.49,2,3,20,1,23,0
29.45,60.16,56.75,0,4,6,13,26,6
25.45,59.9,50.43,0,3,18,0,18,5
27.06,61.03,44.75,4,7,4,18,17,6
25.44,59.38,44.01,3,6,5,11,26,0
26.27,47.12,39.19,3,6,37,3,3,4
30.57,48.3,44.43,4,7,41,0,0,1
27.27,66.44,34.85,2,5,11,1,19,3
21.07,43.97,40.04,0,9,4,20,19,4
33.6,59.48,46.26,4,8,17,14,15,6
30.34,54.73,62.24,0,1,10,2,10,4
28.43,66.03,44.05,0,4,14,3,10,2
25.5,56.26,56.35,4,0,15,0,31,4
33.23,61.09,39.74,2,5,22,2,21,2
27.83,45.02,52.22,0,5,34,0,1,5
21.81,55.61,64.1,3,8,9,2,11,6
37.5,70.28,65.23,0,10,30,4,0,6
25.64,52.31,36.33,2,3,37,0,0,6
32.72,65.66,45.12,1,5,11,12,32,5
27.83,51.16,44.2,1,9,18,0,16,2
29.8,49.21,70.0,2,10,36,1,0,2
27.94,55.06,48.07,1,4,11,0,7,0
33.38,69.64,47.26,0,4,11,0,11,3
33.15,56.8,52.58,0,3,6,1,13,5
20.27,48.38,26.05,0,1,25,0,18,6
25.8,68.86,28.28,1,6,16,0,36,3
24.18,49.22,58.28,4,0,12,8,28,6
27.34,64.09,45.24,4,6,4,10,25,4
33.33,61.68,36.85,2,6,22,0,26,1
37.84,71.33,37.32,0,5,12,0,36,5
29.4,59.77,36.99,4,2,7,12,17,6
26.96,53.75,21.67,4,2,17,21,18,6
29.02,54.06,21.84,1,4,42,0,0,5
25.28,48.89,31.22,3,6,34,0,1,0
26.16,67.1,44.73,4,9,26,3,21,2
32.81,49.4,37.62,2,0,12,3,32,5
25.24,59.52,65.55,0,8,7,0,4,4
36.1,74.43,33.26,1,4,7,2,44,4
30.99,68.56,42.89,0,0,19,2,20,3
34.66,61.82,45.18,4,9,7,0,46,2
31.8,59.13,20.0,1,6,11,0,39,1
28.69,65.85,51.02,4,0,11,6,19,3
21.55,59.81,42.69,1,10,9,12,15,2
29.05,44.58,47.92,3,6,26,0,23,5
25.08,46.33,34.66,3,8,45,2,0,0
39.1,61.36,46.18,4,1,9,0,44,5
31.15,63.79,67.79,2,2,12,13,15,4
26.49,52.95,43.97,0,4,20,3,25,6
33.41,65.63,33.09,2,7,8,0,30,3
36.63,63.13,35.97,3,2,37,0,0,2
36.12,70.69,43.66,1,9,7,0,38,0
40.0,67.3,47.09,1,6,4,6,25,3
27.05,46.43,54.7,2,2,7,8,11,3
33.43,57.05,40.58,0,4,20,0,21,3
38.27,63.64,34.87,0,0,37,3,0,6
24.67,58.06,36.05,0,7,35,2,0,2
23.88,50.11,28.85,1,10,16,10,7,2
25.87,52.61,51.85,2,3,17,4,16,0
30.82,64.35,50.99,1,0,4,7,33,2
26.97,52.44,68.26,1,4,11,12,12,6
27.44,57.21,44.21,1,1,18,0,14,1
28.67,57.85,35.03,3,8,25,0,15,6
32.67,62.29,40.3,1,2,7,3,4,0
27.76,53.93,55.61,0,1,20,0,20,5
31.99,70.0,65.07,0,10,39,0,0,0
26.59,61.53,38.46,3,9,10,0,14,5
36.79,65.0,25.87,1,10,41,0,1,4
30.99,49.27,20.0,0,0,13,11,27,1
32.87,73.43,28.8,1,8,43,0,1,5
27.71,43.77,39.93,4,6,37,3,3,1
30.04,71.83,37.85,2,1,26,0,27,2
25.45,43.45,27.0,0,9,32,0,4,0
38.42,58.28,58.78,2,2,10,18,15,6
24.38,43.06,57.85,3,1,26,4,17,6
29.03,55.07,21.85,0,10,11,0,37,0
25.8,52.64,23.15,1,1,10,2,41,1
29.63,52.15,29.15,3,8,10,0,14,4
29.02,56.54,25.46,3,7,15,18,20,0
30.19,50.07,55.28,0,4,8,8,31,4
31.02,57.58,20.0,0,0,10,3,27,6
27.75,53.08,32.46,1,5,20,0,21,4
30.13,67.09,45.6,4,7,6,0,13,4
38.71,69.52,49.63,0,9,42,3,0,6
31.68,50.27,50.06,4,2,5,8,28,1
34.14,78.24,27.47,1,7,10,0,41,0
29.59,52.76,46.61,2,9,35,3,1,2
23.14,53.52,59.52,3,0,38,0,1,5
26.88,63.51,45.65,2,2,38,4,0,4
31.84,68.04,40.76,2,1,8,15,17,6
29.83,49.84,47.91,3,8,9,0,36,1
31.49,60.18,54.84,0,1,9,0,36,5
25.78,46.81,28.23,3,1,8,5,25,2
20.09,57.36,36.23,1,8,10,17,18,1
25.48,53.37,67.14,1,9,15,0,33,0
22.11,50.94,33.26,4,4,12,14,13,1
30.8,50.26,34.44,4,6,8,11,11,3
33.95,66.85,45.81,2,5,0,13,32,6
35.04,68.15,32.62,0,0,3,4,32,2
26.46,54.2,60.37,2,3,11,0,11,5
29.54,70.83,36.15,0,9,35,0,4,1
29.84,56.17,52.61,1,8,24,4,25,5
29.53,57.3,28.3,3,3,4,14,31,6
22.59,58.51,42.18,3,4,10,22,13,0
23.48,58.68,33.71,0,8,32,0,0,5
21.23,56.98,70.0,3,1,31,0,3,1
22.9,52.41,37.35,3,3,8,4,16,6
38.33,73.15,39.17,1,5,21,4,22,0
36.38,71.89,48.76,3,2,10,2,10,1
32.37,71.46,24.3,1,0,12,10,28,3
27.4,59.99,27.39,0,6,19,0,35,1
33.21,56.71,52.11,4,4,16,1,6,6
23.73,47.43,43.98,0,9,38,2,0,0
25.27,46.34,30.37,1,10,42,0,0,6
29.25,55.35,49.89,0,0,38,2,0,4
29.28,54.61,62.26,3,0,14,0,13,3
31.57,56.03,49.4,4,4,12,7,33,6
23.31,47.22,25.84,4,8,11,10,9,6
23.77,59.04,33.31,4,9,15,4,39,5
40.0,67.48,41.87,4,7,10,4,15,1
35.78,56.41,50.19,3,5,8,14,10,4
23.83,60.51,31.59,0,1,8,19,22,3
22.79,55.32,40.35,0,3,24,0,22,0
26.91,47.11,41.41,2,1,9,8,8,1
30.24,53.59,54.41,0,6,11,12,29,6
35.62,59.35,43.06,0,6,10,0,32,5
28.35,52.08,20.51,0,6,45,0,4,6
30.66,48.43,53.73,2,4,12,12,31,4
28.5,60.14,60.87,4,9,10,5,28,0
37.5,65.89,45.19,2,6,7,4,28,4
37.32,62.83,35.2,3,6,13,0,38,5
23.99,57.62,43.9,0,7,2,19,21,3
31.38,58.81,20.99,1,3,3,4,33,1
26.97,61.39,69.28,1,9,36,0,2,1
24.87,53.77,41.62,4,0,45,0,0,0
27.57,52.6,61.71,0,7,7,8,31,4
34.1,65.21,40.7,3,7,18,3,27,6
35.45,66.58,36.72,3,0,42,0,2,3
31.24,51.41,41.09,0,1,26,0,14,2
28.27,64.54,36.26,4,6,26,1,20,6
27.03,62.23,28.65,1,3,44,3,0,4
32.46,68.48,31.3,4,8,8,4,43,1
26.35,63.69,58.47,2,9,14,0,36,2
32.76,50.34,37.94,2,8,16,1,31,6
